Paróquia;Forania;Endereço;Telefone;E-mail;Tipo;Dia da Semana;Horário;Observações;URL
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Domingo;20:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Segunda-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Quarta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Quarta-feira;12:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Quarta-feira;21:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Quinta-feira;09:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Quinta-feira;15:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Sexta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Sábado;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PAROQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO (SANTUÁRIO ESTADUAL);Centro;Avenida Afonso Pena, 377 - Centro - CEP 79005-001;(67) 3384-2818;santuariosecretaria@hotmail.com;Missa;Quarta-feira;06:00;Das 06h00 às 23h00 - NOVENA;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-do-perpetuo-socorro-santuario-estadual/
PARÓQUIA NOSSA SENHORA IMACULADA CONCEIÇÃO – MUNICÍPIO DE RIBAS DO RIO PARDO;Rural;Rua Senador Filinto Muller, 1837 - Centro - CEP 79180-000 - Município de Ribas do Rio Pardo;(67) 3238-1707;p.imaculada@htomail.com;Missa;Domingo;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-imaculada-conceicao-municipio-de-ribas-do-rio-pardo/
PARÓQUIA NOSSA SENHORA IMACULADA CONCEIÇÃO – MUNICÍPIO DE RIBAS DO RIO PARDO;Rural;Rua Senador Filinto Muller, 1837 - Centro - CEP 79180-000 - Município de Ribas do Rio Pardo;(67) 3238-1707;p.imaculada@htomail.com;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-imaculada-conceicao-municipio-de-ribas-do-rio-pardo/
PARÓQUIA NOSSA SENHORA IMACULADA CONCEIÇÃO – MUNICÍPIO DE RIBAS DO RIO PARDO;Rural;Rua Senador Filinto Muller, 1837 - Centro - CEP 79180-000 - Município de Ribas do Rio Pardo;(67) 3238-1707;p.imaculada@htomail.com;Missa;1º Terça-feira do Mês;15:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-imaculada-conceicao-municipio-de-ribas-do-rio-pardo/
PARÓQUIA NOSSA SENHORA IMACULADA CONCEIÇÃO – MUNICÍPIO DE RIBAS DO RIO PARDO;Rural;Rua Senador Filinto Muller, 1837 - Centro - CEP 79180-000 - Município de Ribas do Rio Pardo;(67) 3238-1707;p.imaculada@htomail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-imaculada-conceicao-municipio-de-ribas-do-rio-pardo/
PARÓQUIA NOSSA SENHORA IMACULADA CONCEIÇÃO – MUNICÍPIO DE RIBAS DO RIO PARDO;Rural;Rua Senador Filinto Muller, 1837 - Centro - CEP 79180-000 - Município de Ribas do Rio Pardo;(67) 3238-1707;p.imaculada@htomail.com;Missa;Últma  Quinta-feira do Mês;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-imaculada-conceicao-municipio-de-ribas-do-rio-pardo/
PARÓQUIA NOSSA SENHORA IMACULADA CONCEIÇÃO – MUNICÍPIO DE RIBAS DO RIO PARDO;Rural;Rua Senador Filinto Muller, 1837 - Centro - CEP 79180-000 - Município de Ribas do Rio Pardo;(67) 3238-1707;p.imaculada@htomail.com;Missa;1º Sexta-feira do Mês;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-imaculada-conceicao-municipio-de-ribas-do-rio-pardo/
PARÓQUIA NOSSA SENHORA IMACULADA CONCEIÇÃO – MUNICÍPIO DE RIBAS DO RIO PARDO;Rural;Rua Senador Filinto Muller, 1837 - Centro - CEP 79180-000 - Município de Ribas do Rio Pardo;(67) 3238-1707;p.imaculada@htomail.com;Missa;Domingo;05:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-nossa-senhora-imaculada-conceicao-municipio-de-ribas-do-rio-pardo/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Domingo;10:00;Avenida Mato Grosso, esquina com a Rua Rui Barbosa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Domingo;18:00;Avenida Mato Grosso, esquina com a Rua Rui Barbosa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Segunda-feira;06:00;7h30 e12h00 Avenida Mato Grosso, esquina com a Rua Rui Barbosa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Terça-feira;06:00;7h30e 12h00 Avenida Mato Grosso, esquina com a Rua Rui Barbosa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Quarta-feira;06:00;7h30 e 12h Avenida Mato Grosso, esquina com a Rua Rui Barbosa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Quinta-feira;06:00;7h30 Avenida Mato Grosso, esquina com a Rua Rui Barbosa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Sexta-feira;06:00;7h30 Avenida Mato Grosso, esquina com a Rua Rui Barbosa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Quarta-feira;12:15;Hospital Regional;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Domingo;10:00;Hospital Regional;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Quinta-feira;12:00;Prócardio;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Quinta-feira;13:30;Hospital  do Coração;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA PESSOAL NOSSA SENHORA DA SAÚDE (Capelania Hospitalar);Centro;Avenida Mato Grosso, esquina com a Rua Rui Barbosa - Centro - Campo Grande;(67) 3317-4863;sebastiaosanto67@gmail.com;Missa;Sexta-feira;09:00;Hospital de Câncer;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-pessoal-nossa-senhora-da-saude-capelania-hospitalar/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Domingo;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Domingo;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Domingo;09:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Domingo;17:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Segunda-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Segunda-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Terça-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Quarta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Quinta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Sexta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Sexta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADO CORAÇÃO DE JESUS;Norte;Av. Mato Grosso, 3280 - Bairro Santa Fé - CEP 79021-151;(67) 3317-4865;pscjms@hotmail.com;Missa;Sábado;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrado-coracao-de-jesus/
PARÓQUIA SAGRADOS CORAÇÕES DE JESUS E MARIA;Sudoeste;Rua Porto Rico, 704 - Bairro São Jorge da Lagoa - CEP 79095-010;(67) 3056-1813;pqscjm@hotmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrados-coracoes-de-jesus-e-maria/
PARÓQUIA SAGRADOS CORAÇÕES DE JESUS E MARIA;Sudoeste;Rua Porto Rico, 704 - Bairro São Jorge da Lagoa - CEP 79095-010;(67) 3056-1813;pqscjm@hotmail.com;Missa;Domingo;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrados-coracoes-de-jesus-e-maria/
PARÓQUIA SAGRADOS CORAÇÕES DE JESUS E MARIA;Sudoeste;Rua Porto Rico, 704 - Bairro São Jorge da Lagoa - CEP 79095-010;(67) 3056-1813;pqscjm@hotmail.com;Missa;Sexta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sagrados-coracoes-de-jesus-e-maria/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;2º Domingo do Mês;10:00;Santa Luzia;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;3º Domingo do Mês;10:00;São Francisco;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;Domingo;10:00;São Sebastião;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;1º Quarta-feira do Mês;19:00;Missa nas casas;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;2º Quarta-feira do Mês;19:00;Missa nas casas;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;3º Quarta-feira do Mês;19:00;Missa nas casas;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;4º Quarta-feira do Mês;19:00;Missa nas casas;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;1º Quinta-feira do Mês;19:00;Missa de Cura e Libertação;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;2º Quinta-feira do Mês;19:00;Missa de Cura e Libertação;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;3º Quinta-feira do Mês;19:00;Missa de Cura e Libertação;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;4º Quinta-feira do Mês;19:00;Missa de Cura e Libertação;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;1º Sexta-feira do Mês;19:00;Missa votiva ao Sagrado Coração de Jesus;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CATARINA VIRGEM E MÁRTIR – DISTRITO DE ANHANDUÍ;Rural;Rua Rachid Neder, 3338 - Centro - CEP 79125-000 - Distrito de Anhandui - MS;;p.santacatarina@arqcgr.org.br;Missa;3º Sexta-feira do Mês;19:00;Fazenda Santa Terezinha;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-catarina-virgem-e-martir-distrito-de-anhandui/
PARÓQUIA SANTA CLARA;Oeste;Rua Sacramento, 816 - Vila Oracília - CEP 79118-021;(67) 3325-1099;secretariasantaclara48@gmail.com;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-clara/
PARÓQUIA SANTA CLARA;Oeste;Rua Sacramento, 816 - Vila Oracília - CEP 79118-021;(67) 3325-1099;secretariasantaclara48@gmail.com;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-clara/
PARÓQUIA SANTA CLARA;Oeste;Rua Sacramento, 816 - Vila Oracília - CEP 79118-021;(67) 3325-1099;secretariasantaclara48@gmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-clara/
PARÓQUIA SANTA LUZIA;Oeste;Rua Santa Madalena, 296 - Bairro Santa Luzia - CEP 79116-580 - Campo Grande - MS;(67) 3023-6966;igrejasantaluzia.cg@hotmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-luzia/
PARÓQUIA SANTA LUZIA;Oeste;Rua Santa Madalena, 296 - Bairro Santa Luzia - CEP 79116-580 - Campo Grande - MS;(67) 3023-6966;igrejasantaluzia.cg@hotmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-luzia/
PARÓQUIA SANTA LUZIA;Oeste;Rua Santa Madalena, 296 - Bairro Santa Luzia - CEP 79116-580 - Campo Grande - MS;(67) 3023-6966;igrejasantaluzia.cg@hotmail.com;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-luzia/
PARÓQUIA SANTA LUZIA;Oeste;Rua Santa Madalena, 296 - Bairro Santa Luzia - CEP 79116-580 - Campo Grande - MS;(67) 3023-6966;igrejasantaluzia.cg@hotmail.com;Missa;Quinta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-luzia/
PARÓQUIA SANTA LUZIA;Oeste;Rua Santa Madalena, 296 - Bairro Santa Luzia - CEP 79116-580 - Campo Grande - MS;(67) 3023-6966;igrejasantaluzia.cg@hotmail.com;Missa;Quinta-feira;19:00;Novena de Santa Luzia seguida da Santa Missa;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-luzia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Segunda-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
